F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,L
0.416,0.1654,0.6349,0.2783,0.637,0.4172,0.6487,0.2577,0.6379,0.4257,0.6367,0.2739,1
0.5933,0.2304,0.9529,0.3319,1.1514,0.2991,0.9822,0.3042,1.1840000000000002,0.2901,0.9725,0.312,1
0.9487,0.1556,0.425,0.9013,0.21600000000000005,0.75,0.5109,0.8025,0.3473,0.5742,0.4527,0.8721,2
0.326,0.21600000000000005,0.7528,0.079,0.7924,0.1742,1.6869999999999998,0.0502,-0.0394,0.0467,-0.0603,0.0709,3
0.4196,0.407,0.8509,0.2705,0.809,0.4584,1.6335,0.112,-0.0665,2.0807,0.0166,-0.0195,3
1.0904,0.0166,0.6835,0.4016,0.5539,0.2774,0.6936,0.3948,0.5649,0.2433,0.7215,0.3609,2
0.4965,0.1738,0.7885,0.2035,0.9662,0.1357,1.8353,-0.1154,-0.0156,2.0217,-0.0145,0.0165,3
0.3522,0.3816,0.6513,0.403,0.8796,0.2741,1.853,-0.1437,0.0202,1.9815,0.041,-0.0479,3
0.3907,0.5587,0.6918,0.5787,0.7508,0.6533,1.7659,-0.039,-0.0044,2.0073,0.0115,-0.0144,3
1.0907,0.0151,0.4532,0.8947,0.3829,0.578,0.4569,0.8886,0.397,0.5348,0.5703,0.7581,2
0.4343,0.2892,0.6943,0.4379,0.8366,0.4458,0.8259,0.2838,0.867,0.4263,0.7693,0.3494,1
0.194,0.4096,0.2225,0.7397,0.2921,0.7992,0.3331,0.6114,0.3428,0.7537,0.2425,0.7173,1
0.3388,0.3895,0.4675,0.6855,0.4922,0.8274,0.5061,0.6373,0.6459999999999999,0.6687,0.4679,0.6876,1
0.6989,0.3994,1.0831,0.3312,1.074,0.4911,1.8318,-0.1164,2.0587,-0.064,0.0398,1.6829,3
0.4137,0.2892,0.4493,0.6976,0.7307,0.5271,0.5331,0.594,0.5688,0.7422,0.5595,0.5605,1
0.388,0.7093,0.2357,1.4962,0.1546,1.2791,0.2154,1.5174,0.1865,1.1748,0.211,1.5184,2
0.3187,0.7551,0.4209,1.2687,0.6258,1.2716,0.6451,1.001,0.5475,1.3951,0.5579,1.1133,1
0.0209,0.706,0.247,0.8011,0.374,0.7966,-0.0369,1.7773,0.0461,1.9462,-0.0246,0.0291,3
1.1536,-0.0547,0.468,0.3564,0.3592,0.3113,0.3693,0.4764,0.3756,0.2744,0.4279,0.4029,2
0.2211,0.7943,0.6555,0.6537,0.6771,0.7673,1.8087,-0.0884,0.0072,1.9942,-0.0168,0.0197,3
0.0571,1.0503,-0.0011,0.4328,0.1623,0.1709,-0.034,0.4719,-0.0195,0.3805,-0.0933,0.5434,2
0.3145,0.7818,0.1241,0.5976,0.123,0.4677,0.122,0.606,0.1649,0.4058,0.0769,0.6546,2
0.0625,1.0361,-0.0316,0.9835,0.0102,0.7331,-0.0526,1.0055,-0.0536,0.7915,-0.0227,0.9754,2
1.1296,-0.0302,0.6534,1.0976,0.6021,0.4781,0.7221,1.0155,0.6298,0.4144,0.7729,0.9528,2
0.3479,0.6417,0.6093,0.7009,0.7565,0.6621,1.6282,0.1224,0.1492,1.8285,-0.0196,0.023,3
0.9872,-0.1126,1.332,0.0764,1.5485,0.0501,1.2691,0.151,1.5857,0.0298,1.3681,0.0338,1
0.2584,0.8386,0.0762,0.7278,0.107,0.5378,0.0711,0.7384,0.0787,0.5573,0.0485,0.7629,2
0.7123,0.4088,0.4206,0.5596,0.2809,0.4953,0.3921,0.5953,0.3269,0.4263,0.3688,0.6182,2
0.424,0.49,0.7232,0.5014,0.8591,0.4838,1.7726,-0.0487,0.0424,1.9548,-0.0178,0.021,3
0.0914,0.5724,0.3504,0.638,0.4148,0.7028,1.7523,-0.0226,-0.0229,2.0243,-0.0177,0.0191,3
0.4175,0.6920000000000001,0.7238,0.8324,0.8213,0.8528,1.6841,0.0568,0.0091,1.9873,-0.0115,1.7499,3
0.0319,0.2327,0.1329,0.4503,0.182,0.5382,0.132,1.5797,0.0688,-0.0845,-0.0108,0.0139,3
0.07,0.5804,0.3603,0.6051,0.5032,0.5804,1.808,-0.0905,0.0245,1.9718,0.0538,-0.0629,3
1.0162,0.1034,0.4259,0.4574,0.3615,0.3437,0.3998,0.4866,0.365,0.3214,0.4585,0.422,2
0.3928,0.2647,0.5870000000000001,0.4481,0.6574,0.5253,0.6692,0.3489,0.7849,0.3914,0.6414,0.3851,1
0.6215,0.212,1.0451,0.2494,1.1394,0.3451,1.0849,0.1967,1.1759,0.3235,1.1392,0.1358,1
0.6183,0.4862,0.8977,0.8166,1.0124,0.8138,1.7282,0.0047,2.0841,-0.0993,-0.0028,1.7332,3
0.3879,0.5093,0.6455,0.7533,0.7869,0.7986,0.5291,0.8947,0.7951,0.8101,0.6323,0.7764,1
0.1412,0.9814,0.121,0.5891,0.0528,0.5381,0.14,0.5603,0.1442,0.4171,0.1087,0.6031,2
0.7489,0.2026,1.0559,0.4588,1.0769,0.6637,0.901,0.6377,1.1062,0.6628,0.9712,0.5537,1
0.3539,0.7224,0.4408,1.2744,0.6796,1.2379,0.4989,1.1996,0.6023,1.3623,0.4924,1.2095,1
0.6267,0.4142,0.9552,0.6795,1.0283,0.8437,0.9689,0.6655,1.2239,0.6474,0.9202,0.7226,1
1.0993,0.0068,0.4745,1.2502,0.3631,0.8284,0.4291,1.3048,0.3799,0.7691,0.5049,1.2172,2
0.1724,0.3817,0.1702,0.7203,0.2873,0.7049,0.2921,0.5731,0.3515,0.6442,0.2986,0.5659,1
1.1363,-0.0353,0.3838,0.2079,0.3385,0.1536,0.4569,0.1199,0.2972,0.1929,0.3505,0.2441,2
0.1737,0.102,0.2218,0.2243,0.3025,0.194,0.2421,0.1973,0.2738,0.2345,0.194,0.2585,1
0.0694,0.4496,0.3861,0.4431,0.5083,0.442,1.7225,0.008,-0.0218,0.0258,-0.0126,0.0153,3
1.1012,0.0073,0.8426,0.1042,0.6891,0.0554,0.9469,-0.019,0.7682,-0.0617,0.8742,0.0658,2
1.0367,0.0822,0.8868,0.8528,0.726,0.4464,1.0599,0.6539,0.6681,0.4769,0.9639,0.7606,2
0.498,0.51,0.8111,0.5115,0.87,0.5826,1.6827,0.0557,0.0077,1.987,0.035,-0.0418,3
1.1129,-0.0091,0.8964,0.8369,0.6871,0.7348,0.8873,0.8529,0.7308,0.6121,0.888,0.8495,2
0.8813,0.2321,0.4637,0.1117,0.2749,0.227,0.4328,0.1497,0.3223,0.1589,0.4639,0.1134,2
0.5368,0.2121,0.7638,0.3146,0.8883,0.3072,1.6748,0.0692,0.0093,1.9896,0.0067,-0.0091,3
1.0347,0.0819,0.5016,1.2328,0.4562,1.2184,0.4686,1.2695,0.4205,1.1322,0.5104,1.223,2
1.0432,0.0757,0.3362,0.8387,0.3922,0.472,0.4663,0.6843,0.3137,0.5435,0.4333,0.7240000000000001,2
1.0444,0.0725,0.7841,0.6701,0.583,0.4092,0.7340000000000001,0.7407,0.495,0.4886,0.7533,0.7148,2
0.1032,0.2145,0.2228,0.2618,0.2334,0.3197,0.2795,0.1928,0.2514,0.3102,0.251,0.2285,1
1.048,0.0676,0.7788,0.9475,0.6592,1.1568,0.7752,0.9544,0.6585,0.9674,0.7535,0.9787,2
0.3451,0.3304,0.411,0.6678,0.4958,0.7328,0.4974,0.5712,0.4849,0.7611,0.3385,0.7543,1
0.3098,0.5266,0.7139,0.421,0.7526,0.5123,1.8442,-0.1276,0.0416,1.9502,0.0356,-0.0423,3
0.5883,0.4444,0.9442,0.6742,1.2238,0.5907,1.0459,0.5541,1.1291,0.7246,1.0687,0.5271,1
0.2231,0.21600000000000005,0.3652,0.3177,0.3538,0.4355,0.3714,0.3082,0.3945,0.4011,0.3866,0.2949,1
0.5437,0.1828,0.8222,0.3264,1.0674,0.2131,0.8137,0.3349,1.0335,0.277,0.8017,0.3519,1
1.2002,-0.1123,0.7355,0.6722,0.6381,0.3311,0.7752,0.6237,0.5633,0.3925,0.7433,0.6622,2
0.9853,0.1293,0.4345,0.2152,0.3437,0.1954,0.4099,0.2471,0.3284,0.2032,0.42,0.233,2
0.4675,0.3226,0.7764,0.4498,0.8159,0.5908,0.672,0.5726,0.8785,0.5377,0.5608,0.7012,1
-0.0718,0.6558,0.2116,0.6708,0.3328,0.6744,0.0357,1.6883,0.051,1.9467,-0.0703,0.0854,3
1.1035,0.0035,0.5619,0.193,0.4270000000000001,0.1961,0.5009,0.2624,0.4615,0.1391,0.5809,0.1712,2
0.2863,0.2397,0.3017,0.5512,0.4118,0.5414,0.4823,0.3335,0.2984,0.6918,0.4641,0.3558,1
0.4053,0.3193,0.7128,0.4065,0.66,0.645,0.6435,0.4922,0.7326,0.5784,0.6609999999999999,0.4686,1
1.1069,-0.0015,1.7871,-0.0723,1.0389,0.7086,1.6728,0.0701,1.0083,0.5901,1.7405,-0.0188,2
0.7741,0.1946,1.0684,0.4755,1.3943,0.33,1.1707,0.3506,1.3430000000000002,0.4205,1.2183,0.2957,1
0.995,0.1179,0.4039,0.0538,0.3093,0.0852,0.3899,0.0688,0.3294,0.0542,0.3797,0.0824,2
0.3045,0.4043,0.4679,0.6469,0.5784,0.6798,0.4442,0.674,0.5287,0.7581,0.4444,0.6719,1
0.4178,0.5168,0.5407,0.9438,0.6523,1.0295,0.6214,0.8466,0.7659,0.9212,0.5444,0.9391,1
1.1004,0.0108,1.541,0.1791,0.9895,0.8366,1.4461,0.2887,0.9364,0.7076,1.5127,0.2114,2
0.3,0.2843,0.5036,0.4081,0.6104,0.4229,0.481,0.438,0.56,0.5012,0.4791,0.4364,1
0.1345,0.6435,0.3909,0.7931,0.5475,0.7823,0.3952,0.7846,0.3832,0.9931,0.3469,0.8406,1
0.1041,0.6762,0.3926,0.705,0.5157,0.7068,1.7745,-0.0513,0.0381,1.958,-0.0221,0.0253,3
1.1152,-0.0124,0.8336,0.0939,0.7419,-0.0235,0.7926,0.1436,0.687,0.0214,0.8857,0.0326,2
0.0835,0.5562,-0.0236,0.999,0.1625,0.8986,-0.0244,1.7587,0.097,1.8847,-0.006,0.0084,3
1.0498,0.0641,0.5919,0.2174,0.3979,0.2718,0.4788,0.3486,0.4119,0.2361,0.5073,0.3169,2
0.4138,0.5768,0.7693,0.5243,0.9692,0.4379,1.803,-0.0824,0.0605,1.9306,-0.0134,0.0141,3
0.3115,0.6206,0.5196,0.9349,0.416,1.2756,0.4773,0.9806,0.5755,1.1033,0.365,1.1162,1
0.5736,0.5383,0.275,1.3149,0.2674,0.7521,0.3316,1.2535,0.2474,0.7465,0.2832,1.306,2
0.0527,0.462,0.3844,0.4432,0.5097,0.4337,-0.0235,1.7616,-0.0099,0.011,0.0314,-0.0378,3
1.1086,-0.0053,0.4635,1.2831,0.4084,1.4423,0.4793,1.2652,0.449,1.1938,0.6262,1.0873,2
0.396,0.5710000000000001,0.6352,0.8757,0.6999,1.0322,0.6124,0.906,0.7728,0.9632,0.6477,0.8664,1
-0.061,1.1811,0.0104,1.6611,0.0917,1.7018,0.0116,1.7159,-0.0573,2.0688,-0.0186,1.7503,3
0.0384,0.4844,0.2104,0.6335,0.3165,0.6526,0.0071,1.7219,0.024,-0.0307,-0.0003,-0.0013,3
0.6018,0.2622,0.8873,0.2966,1.0373,0.2592,1.8174,-0.0965,2.0132,-0.0173,0.0915,-0.1097,3
0.8364,0.0327,1.1864,0.1968,1.436,0.1226,1.2364,0.1442,1.3838,0.211,1.1713,0.2177,1
1.0534,0.0624,0.992,0.7462,0.6545,0.9606,0.9666,0.7742,0.7771,0.7086,0.9877,0.7512,2
0.8934,0.2195,0.4395,0.9475,0.3611,0.6075,0.3924,1.0032,0.3487,0.5886,0.4447,0.9433,2
0.4195,0.0883,0.7209,0.0985,0.9006,0.0306,1.7745,-0.0486,0.0491,-0.057,-0.0418,0.0474,3
1.2222,-0.1385,0.5873,1.1419,0.4907,0.895,0.4724,1.276,0.4236,0.9068,0.5406,1.1952,2
0.5093,0.6038,0.2874,0.8162,0.2267,0.6181,0.2646,0.8490000000000001,0.3365,0.4648,0.2815,0.8254,2
1.1266,-0.0256,0.5215,1.2107,0.4669,0.6685,0.5571,1.1705,0.4676,0.6308,0.4948,1.2449,2
0.4115,0.315,0.6251,0.5168,0.6864,0.6216,0.6157,0.5283,0.5501,0.8035,0.5848,0.5660000000000001,1
0.519,0.5924,0.8648,0.7441,1.0382,0.6802,1.758,-0.0361,1.9864,0.0107,-0.0407,1.7777,3
0.3972,0.1078,0.5178,0.2948,0.5923,0.3344,0.5037,0.3121,0.6118,0.327,0.5425,0.2633,1
0.5245,0.1796,0.8253,0.2766,0.9779,0.272,0.8928,0.1989,1.0561,0.1957,0.8944,0.1973,1
-0.0236,0.6987,0.1493,0.8415,0.2933,0.8121,-0.0341,1.7728,-0.0739,2.0858,-0.0519,0.061,3
0.0667,0.5461,0.4370000000000001,0.4789,0.5523,0.483,1.6686,0.077,0.0128,1.9787,0.0334,-0.0403,3
0.4083,0.6277,0.5078,1.1373,0.5682,1.3054,0.6229,1.0021,0.698,1.1802,0.6487,0.971,1
0.4731,0.0856,0.7429,0.1325,0.9045,0.0817,0.8109999999999999,0.0462,0.8391,0.1784,0.7406,0.1352,1
1.1749,-0.0782,0.5318,1.2082,0.409,0.8032,0.6121,1.106,0.4824,0.6767,0.5083,1.234,2
0.3848,0.2801,0.5886,0.4593,0.7417,0.4387,0.5876,0.4592,0.7156,0.4903,0.6483,0.3882,1
0.3507,0.4682,0.6535,0.486,0.7487,0.5119,1.6789,0.0597,-0.0582,2.0682,-0.0241,0.0287,3
0.2795,0.5918,0.4382,0.9261,0.5119,1.0353,0.4693,0.8914,0.5577,1.0063,0.3827,0.9897,1
1.1476,-0.0477,0.6603,0.5889,0.4982,0.4222,0.6575,0.5907,0.5041,0.3874,0.5851,0.6789,2
0.2914,0.8203,0.1384,0.9877,0.1531,0.6968,0.2093,0.9102,0.21,0.6084,0.1684,0.9538,2
0.3465,0.16,0.6633,0.1569,0.764,0.1793,1.6227,0.1281,0.0186,-0.0234,-0.0023,0.002,3
0.2459,0.7784,0.5481,0.7902,0.6902,0.7715,1.7652,-0.0394,-0.0156,2.02,0.0401,-0.049,3
1.1908,-0.0996,0.3961,1.2858,0.3905,0.6359,0.4426,1.2335,0.3446,0.6614,0.4912,1.18,2
-0.0424,0.7591,0.3428,0.6647,0.3545,0.7933,0.05,1.6755,-0.0969,2.1122,-0.0018,0.0024,3
0.727,0.3828,1.0702,0.4521,1.3231,0.3022,1.6634,0.084,2.0806,-0.0909,0.0743,1.6421,3
0.3621,0.3948,0.5814,0.5091,0.7371,0.4622,1.8272,-0.1137,0.0288,1.964,-0.0094,0.0121,3
0.0546,0.4317,0.0226,0.8026,0.2228,0.7077,0.0137,1.7178,-0.0564,0.0654,-0.0091,0.0107,3
0.2678,0.5396,0.5706,0.5481,0.7094,0.5272,1.7532,-0.0278,0.1525,1.8195,-0.0081,0.0093,3
0.5771,0.269,0.9626,0.1865,0.9748,0.309,1.7208,0.012,1.904,0.1157,0.0418,-0.0509,3
0.0838,0.1481,0.1604,0.1943,0.2514,0.1399,0.2079,0.1384,0.2309,0.1706,0.1796,0.1728,1
0.0084,0.5567,0.0248,0.856,0.1377,0.8414,0.0853,0.7866,-0.0621,1.0986,0.094,0.7736,1
1.1318,-0.0315,0.6668,0.5677,0.5198,0.3855,0.6295,0.6142,0.4733,0.4171,0.7019,0.5303,2
1.0285,0.0022,1.5191,0.1153,1.8914,-0.0668,1.5746,0.0471,1.8829,-0.0246,1.6602,-0.058,1
0.3084,0.5384,0.6887,0.4607,0.7591,0.5193,1.6744,0.0619,-0.0233,2.0283,-0.0173,0.021,3
0.6772,0.4153,0.8702,0.6673,1.0976,0.5371,1.6714,0.0723,1.9134,0.1031,0.0436,1.6821,3
0.1163,0.6281,0.0624,1.1285,0.1577,1.1817,0.0857,1.1037,0.1171,1.2524,0.227,0.9335,1
0.0042,0.7406,0.4619,0.5687,0.5006,0.6651,1.6471,0.0963,-0.0838,2.0936,0.0168,-0.0218,3
0.5163,0.257,0.7918,0.4214,0.9877,0.3764,0.828,0.3769,0.9526,0.4407,0.8246,0.3858,1
0.2952,0.3011,0.3907,0.561,0.5623,0.4951,0.393,0.5548,0.5071,0.5777,0.3762,0.5773,1
-0.0864,0.7606,0.1386,0.8285,0.1761,0.931,0.0189,1.7075,0.08900000000000001,1.8993,-0.0226,0.0266,3
0.0669,1.033,0.0547,0.4185,0.0678,0.3254,0.0166,0.4632,0.0337,0.3636,0.0062,0.4806,2
-0.0078,0.7603,-0.0411,1.1109,-0.0033,1.1939,-0.0711,1.8191,0.0625,1.9267,0.0451,-0.0514,3
0.5979,0.2631,0.9246,0.2454,1.0407,0.2497,1.7432,-0.0121,2.0357,-0.0428,0.0551,-0.0686,3
0.8864,0.1457,1.4495,0.1612,1.5581,0.2872,1.4678,0.1383,1.6454,0.2126,1.5117,0.0806,1
1.0633,0.0497,0.6328,1.1032,0.4612,1.0089,0.7123,1.0132,0.5231,0.8612,0.7706,0.9377,2
0.1303,0.5144,0.2051,0.8057,0.2318,0.9195,0.1189,0.9103,0.2451,0.9204,0.0687,0.9648,1
0.5786,0.0495,0.8336,0.1201,0.9328,0.1453,1.6279,0.1184,1.9387,0.0673,0.0027,-0.0028,3
0.9849,0.1433,0.5062,0.2203,0.5441,0.0226,0.5696,0.1404,0.4719,0.0992,0.4997,0.226,2
1.1115,-0.0069,0.5701,1.1575,0.4381,1.5352,0.456,1.2902,0.436,1.3827,0.5761,1.156,2
0.2111,0.4445,0.3171,0.71,0.2735,0.9087,0.2507,0.7881,0.3714,0.8123,0.3026,0.7286,1
1.1138,-0.012,0.4509,1.2854,0.4255,1.1156,0.4581,1.2714,0.3918,1.0656,0.49,1.234,2
0.0794,0.7657,0.3944,0.7673,0.4722,0.813,1.6235,0.1296,0.1566,1.8156,0.0891,-0.1058,3
0.3585,0.626,0.7743,0.5065,0.7985,0.6149,1.7375,-0.0109,0.049,1.9454,-0.0897,0.1065,3
0.2916,0.2618,0.3233,0.5671,0.5434,0.4386,0.4561,0.4079,0.4168,0.6065,0.3949,0.4845,1
1.125,-0.0191,0.6254,1.1006,0.3906,0.8229,0.6111,1.1205,0.4252,0.7403,0.6368,1.0838,2
0.5398,0.3048,0.8779,0.4404,1.0117,0.4854,0.8146,0.5131,0.9718,0.5539,0.8771,0.434,1
0.2356,0.2608,0.3491,0.4312,0.5015,0.3656,0.3259,0.4589,0.3623,0.5479999999999999,0.3415,0.4391,1
0.8864,0.0016,1.3752,0.0202,1.5715,0.0105,1.4155,-0.0319,1.6552,-0.0619,1.4095,-0.0272,1
0.331,0.6894,0.7105,0.6104,0.8226,0.6172,1.725,0.0094,0.1055,1.8752,0.0032,-0.003,3
0.4741,0.2965,0.7502,0.4499,0.7687,0.615,0.6862,0.5282,0.8357,0.5573,0.6292,0.5912,1
0.4429,0.277,0.6559,0.477,0.7533,0.5333,0.6636,0.4679,0.9272,0.3484,0.6942,0.4315,1
0.2311,0.8728,0.1756,0.5309,0.136,0.4464,0.1481,0.565,0.0609,0.5215,0.1231,0.5944,2
1.0994,0.008,0.8668,0.8454,0.5698,1.414,0.6727,1.0783,0.5144,1.3957,0.6686,1.077,2
0.2006,0.3454,0.3986,0.4469,0.3417,0.6387,0.2808,0.5793,0.4392,0.5374,0.3424,0.5096,1
0.465,0.1452,0.7837,0.1378,0.9267,0.1065,1.7635,-0.0392,0.1258,1.8494,-0.0171,0.0201,3
0.9117,0.1948,1.1587,0.4074,1.3352,0.3364,1.7149,0.0176,2.0166,-0.0255,-0.1041,1.8564,3
0.2964,0.2839,0.3532,0.5773,0.4329,0.6187,0.3322,0.6025,0.4204,0.6566,0.3175,0.6181,1
0.1164,0.517,0.0095,1.0172,0.0109,1.1569,-0.0277,1.0609,-0.002,1.1869,0.079,0.9352,1
0.5929,0.4753,0.7672,0.9424,0.8572,1.0864,0.7978,0.8958,0.9469,1.0056,0.7537,0.9506,1
0.1462,0.1741,0.3355,0.321,0.5901,0.1645,1.8199,-0.1075,0.0448,-0.0506,-0.0154,0.019,3
0.1841,0.9089,0.0962,1.6317,0.0306,1.1532,0.0442,1.6942,0.0144,1.1366,0.0973,1.6302,2
0.3376,0.4681,0.7722,0.3205,0.7227,0.5211,1.5636,0.1941,0.0053,1.9936,-0.043,0.0526,3
0.3685,0.6324,0.784,0.5156,0.8288,0.6059,1.7231,0.0134,-0.037000000000000005,2.0447,-0.1219,0.1448,3
1.0932,0.017,0.992,0.2131,0.8428,0.0431,1.0374,0.1593,0.8353,0.024,1.1271,0.0593,2
0.4778,0.5678,0.8714,0.7462,0.9055,0.9499,0.8423,0.7811,0.9141,0.9747,0.7781,0.8622,1
0.0186,0.233,0.0828,0.2981,0.0638,0.3789,-0.0166,0.4184,0.161,0.2707,0.0858,0.2988,1
0.5158,0.1822,0.8558,0.14800000000000002,0.962,0.168,1.7904,-0.0724,-0.0305,2.0328,0.0758,-0.0917,3
0.3153,0.431,0.6277,0.514,0.6222,0.6974,0.6016,0.5469,0.7290000000000001,0.5904,0.5691,0.5835,1
0.5565,0.2985,0.9732,0.1751,1.0136,0.2741,1.6639,0.0796,1.9723,0.0325,-0.0307,0.0362,3
0.0374,0.3977,0.1968,0.5588,0.363,0.5027,0.0057,1.7238,0.0588,-0.0679,0.0437,-0.0524,3
0.8624,0.2389,1.1296,0.5381,1.2925,0.4896,1.8105,-0.093,2.0412,-0.0498,0.0048,1.7304,3
1.1778,-0.0827,1.425,0.0289,1.0753,-0.1025,1.4269,0.0319,0.9603,0.0008,1.419,0.0417,2
1.1840000000000002,-0.0954,0.4044,0.6970000000000001,0.2919,0.555,0.5266,0.556,0.3209,0.5018,0.3657,0.745,2
1.0385,0.0807,0.6368,0.2733,0.5443,0.1728,0.5774,0.3499,0.5029,0.2067,0.6043,0.312,2
0.2379,0.4085,0.3863,0.6242,0.3834,0.7741,0.3794,0.6333,0.321,0.8707,0.3651,0.6482,1
0.5578,0.4956,0.8414,0.5372,0.9265,0.5695,1.72,0.0196,0.0774,1.9062,-0.0972,1.8503,3
0.8427,0.227,1.0943,0.3023,1.2949,0.2022,1.8863,-0.1803,2.0447,-0.0478,0.0029,1.7328,3
0.3767,0.6609999999999999,0.7348,0.604,0.923,0.5251,1.7403,-0.0045,-0.046,2.0542,0.0216,-0.0247,3
0.8959999999999999,0.2122,1.2361,0.256,1.3762,0.23,1.7311,0.0005,1.9945,0.0046,-0.0233,1.7591,3
1.1676,-0.0701,0.377,1.359,0.2343,1.3327,0.4709,1.2509,0.2915,1.1747,0.358,1.3827,2
0.159,0.9624,0.5616,1.1676,0.7067,1.198,1.7508,-0.0214,0.0123,1.9831,0.0171,1.7125,3
1.0616,0.0514,0.8015,0.9388,0.6061,0.611,0.9143,0.7975,0.679,0.4857,0.7059,1.043,2
0.0415,0.7618,0.2864,0.8324,0.411,0.8252,0.0045,1.7251,-0.0259,2.0277,-0.0296,0.0342,3
0.785,0.3097,1.0392,0.6899,1.0074,0.9179,1.6067,0.1494,2.0236,-0.0275,0.0774,1.643,3
1.2555,-0.1783,0.9172,0.0117,0.6671,0.0793,0.8712,0.0671,0.6812,0.0421,0.9521,-0.0289,2
0.3026,0.4889,0.6114,0.4941,0.6889,0.5464,1.6156,0.1361,0.0005,2.0043,0.0329,-0.0397,3
0.2915,0.6952,0.5862,0.716,0.8323,0.5673,1.6712,0.0701,0.0129,1.9853,0.0777,-0.0911,3
0.3616,0.5395,0.7609999999999999,0.4352,0.8018,0.5294,1.7499,-0.0218,0.0693,1.9184,-0.0574,0.0691,3
0.0756,0.4799,0.1069,0.7654,0.2251,0.7443,0.2162,0.634,0.1732,0.8273,0.1715,0.6874,1
0.0122,0.4463,0.3817,0.3752,0.466,0.4161,-0.039,1.7754,0.0245,-0.028,-0.02,0.025,3
0.3371,0.7714,0.7103,0.8678,0.8329,0.8652,1.7016,0.0327,-0.13,2.1572,-0.0828,1.8347,3
-0.0156,0.4196,0.0465,0.5764,0.06,0.6459999999999999,0.0305,0.5935,0.0457,0.6741,-0.0328,0.6699,1
0.7017,0.3974,1.0222,0.5651,1.1995,0.5025,1.7009999999999998,0.0367,2.0967,-0.1106,0.0064,1.7242,3
0.4358,0.5687,0.775,0.5402,0.9538,0.4687,1.7507,-0.0256,0.1563,1.817,0.0603,-0.0716,3
0.693,0.1407,1.0153,0.302,1.1141,0.399,1.0706,0.237,1.1068,0.4251,1.0414,0.2751,1
0.3695,0.7475,0.7178,0.7092,0.8749,0.6676,1.72,0.0064,-0.0098,2.015,0.0523,1.6716,3
1.0879,0.0178,0.5849,0.0908,0.44,0.1295,0.5795,0.1014,0.4978,0.0473,0.6493,0.0222,2
0.6073,0.1505,0.8918,0.3078,1.1236,0.2238,0.8878,0.3141,1.0236,0.3635,0.8919,0.3122,1
0.1978,0.914,0.1938,0.4248,0.0602,0.4722,0.0996,0.5354,0.0721,0.4447,0.1717,0.4529,2
0.7636,0.111,1.1721,0.0004,1.3075,-0.0181,1.7561,-0.0315,1.8769,0.1464,0.0491,-0.0582,3
0.4733,0.5533,0.7878,0.5479,0.9136,0.5419,1.8099,-0.0892,-0.0787,2.0888,0.0257,-0.0314,3
0.2601,0.8426,0.1748,0.5536,0.1488,0.4436,0.2177,0.4987,0.1135,0.4778,0.1067,0.6321,2
0.0912,0.4763,0.0826,0.8195,0.1323,0.8828,0.1208,0.7711,0.1502,0.8749,0.0823,0.8164,1
0.0965,0.08800000000000001,0.0599,0.2461,0.1445,0.1877,0.142,0.1516,0.1662,0.168,0.1162,0.1799,1
0.6852,0.4216,0.2922,1.446,0.2703,1.4915,0.3944,1.3287,0.253,1.362,0.3464,1.3823,2
0.4055,0.3654,0.7823,0.3933,0.7759,0.5908,0.7125,0.4798,0.9026,0.4538,0.7434,0.4432,1
0.2387,0.5287,0.5081,0.5803,0.6225,0.5861,1.6027,0.1486,-0.0031,2.0029,-0.0311,0.0375,3
0.0916,1.0369,0.1755,0.6179,0.0833,0.5723,0.134,0.6709,0.0548,0.5914,0.0629,0.7533,2
0.575,0.0983,0.7359,0.3524,0.9226,0.3027,0.7922,0.2849,0.9758,0.2588,0.8202,0.2514,1
0.3971,0.1871,0.605,0.3133,0.6799,0.3637,0.5564,0.3703,0.7048,0.3569,0.5925,0.3298,1
0.9033,0.1708,1.4537,0.2186,1.6258,0.2814,1.3946,0.2859,1.6381,0.3015,1.5071,0.1582,1
0.5581,0.0578,0.7462,0.2461,0.8369,0.2983,0.8009999999999999,0.1832,0.955,0.1747,0.8798,0.0896,1
0.5374,0.3805,0.883,0.5444,1.0491,0.5771,0.9036,0.5234,1.0495,0.5964,0.9324,0.4881,1
0.1968,0.5983,0.4334,0.6884,0.695,0.5214,1.6685,0.0771,-0.015,2.0171,-0.0094,0.012,3
0.2916,0.8154,0.2496,0.7557,0.0757,0.7302,0.2293,0.7797,0.1223,0.654,0.1639,0.8590000000000001,2
0.4782,0.4641,0.8946,0.3435,0.8573,0.5357,1.8757,-0.1691,-0.0069,2.0144,0.0209,-0.0231,3
0.7199,0.3784,0.2954,0.787,0.297,0.5207,0.2539,0.8341,0.2433,0.5660000000000001,0.3386,0.7365,2
0.4141,0.6719,0.2314,1.4977,0.228,0.9137,0.2178,1.5045,0.1092,1.019,0.1247,1.6145,2
-0.0715,1.1941,0.1877,1.4411,0.3201,1.4312,0.0479,1.6732,-0.0574,2.0741,0.0134,1.7148,3
0.7303,0.3720000000000001,0.349,0.61,0.2788,0.4756,0.2771,0.6963,0.309,0.4241,0.2837,0.6863,2
1.0849,0.0245,0.3846,1.3627,0.4707,0.7384,0.4256,1.3135,0.4017,0.7778,0.4385,1.2993,2
